vdc,ward,parcel_id,Landuse
इटियाही,9,83,आवासिय क्षेत्र
इटियाही,9,84,आवासिय क्षेत्र
इटियाही,9,86,आवासिय क्षेत्र
इटियाही,9,89,आवासिय क्षेत्र
इटियाही,9,93,आवासिय क्षेत्र
इटियाही,9,94,आवासिय क्षेत्र
इटियाही,9,95,आवासिय क्षेत्र
इटियाही,9,101,आवासिय क्षेत्र
इटियाही,9,102,आवासिय क्षेत्र
इटियाही,9,104,आवासिय क्षेत्र
इटियाही,9,105,आवासिय क्षेत्र
इटियाही,9,107,आवासिय क्षेत्र
इटियाही,9,112,आवासिय क्षेत्र
इटियाही,9,116,आवासिय क्षेत्र
इटियाही,9,124,आवासिय क्षेत्र
इटियाही,9,128,आवासिय क्षेत्र
इटियाही,9,134,आवासिय क्षेत्र
इटियाही,9,135,आवासिय क्षेत्र
इटियाही,9,137,आवासिय क्षेत्र
इटियाही,9,140,आवासिय क्षेत्र
इटियाही,9,146,आवासिय क्षेत्र
इटियाही,9,148,आवासिय क्षेत्र
इटियाही,9,149,आवासिय क्षेत्र
इटियाही,9,151,आवासिय क्षेत्र
इटियाही,9,154,आवासिय क्षेत्र
इटियाही,9,157,आवासिय क्षेत्र
इटियाही,9,163,आवासिय क्षेत्र
इटियाही,9,165,आवासिय क्षेत्र
इटियाही,9,169,आवासिय क्षेत्र
इटियाही,9,175,आवासिय क्षेत्र
इटियाही,9,177,आवासिय क्षेत्र
इटियाही,9,178,आवासिय क्षेत्र
इटियाही,9,178,आवासिय क्षेत्र
इटियाही,9,182,आवासिय क्षेत्र
इटियाही,9,183,आवासिय क्षेत्र
इटियाही,9,185,आवासिय क्षेत्र
इटियाही,9,186,आवासिय क्षेत्र
इटियाही,9,187,आवासिय क्षेत्र
इटियाही,9,188,आवासिय क्षेत्र
इटियाही,9,189,आवासिय क्षेत्र
इटियाही,9,193,आवासिय क्षेत्र
इटियाही,9,196,आवासिय क्षेत्र
इटियाही,9,197,आवासिय क्षेत्र
इटियाही,9,199,आवासिय क्षेत्र
इटियाही,9,200,आवासिय क्षेत्र
इटियाही,9,201,आवासिय क्षेत्र
इटियाही,9,235,आवासिय क्षेत्र
इटियाही,9,237,आवासिय क्षेत्र
इटियाही,9,244,आवासिय क्षेत्र
इटियाही,9,253,आवासिय क्षेत्र
इटियाही,9,254,आवासिय क्षेत्र
इटियाही,9,263,आवासिय क्षेत्र
इटियाही,9,265,आवासिय क्षेत्र
इटियाही,9,266,आवासिय क्षेत्र
इटियाही,9,268,आवासिय क्षेत्र
इटियाही,9,269,आवासिय क्षेत्र
इटियाही,9,270,आवासिय क्षेत्र
इटियाही,9,273,आवासिय क्षेत्र
इटियाही,9,274,आवासिय क्षेत्र
इटियाही,9,299,आवासिय क्षेत्र
इटियाही,9,300,आवासिय क्षेत्र
इटियाही,9,301,आवासिय क्षेत्र
इटियाही,9,302,आवासिय क्षेत्र
इटियाही,9,304,आवासिय क्षेत्र
इटियाही,9,308,आवासिय क्षेत्र
इटियाही,9,309,आवासिय क्षेत्र
इटियाही,9,310,आवासिय क्षेत्र
इटियाही,9,311,आवासिय क्षेत्र
इटियाही,9,312,आवासिय क्षेत्र
इटियाही,9,313,आवासिय क्षेत्र
इटियाही,9,314,आवासिय क्षेत्र
इटियाही,9,315,आवासिय क्षेत्र
इटियाही,9,328,आवासिय क्षेत्र
इटियाही,9,329,आवासिय क्षेत्र
इटियाही,9,337,आवासिय क्षेत्र
इटियाही,9,338,आवासिय क्षेत्र
इटियाही,9,341,आवासिय क्षेत्र
इटियाही,9,343,आवासिय क्षेत्र
इटियाही,9,355,आवासिय क्षेत्र
इटियाही,9,397,आवासिय क्षेत्र
इटियाही,9,398,आवासिय क्षेत्र
इटियाही,9,399,आवासिय क्षेत्र
इटियाही,9,400,आवासिय क्षेत्र
इटियाही,9,401,आवासिय क्षेत्र
इटियाही,9,402,आवासिय क्षेत्र
इटियाही,9,403,आवासिय क्षेत्र
इटियाही,9,407,आवासिय क्षेत्र
इटियाही,9,408,आवासिय क्षेत्र
इटियाही,9,415,आवासिय क्षेत्र
इटियाही,9,416,आवासिय क्षेत्र
इटियाही,9,418,आवासिय क्षेत्र
इटियाही,9,420,आवासिय क्षेत्र
इटियाही,9,421,आवासिय क्षेत्र
इटियाही,9,422,आवासिय क्षेत्र
इटियाही,9,423,आवासिय क्षेत्र
इटियाही,9,424,आवासिय क्षेत्र
इटियाही,9,427,आवासिय क्षेत्र
इटियाही,9,429,आवासिय क्षेत्र
इटियाही,9,438,आवासिय क्षेत्र
इटियाही,9,439,आवासिय क्षेत्र
इटियाही,9,449,आवासिय क्षेत्र
इटियाही,9,450,आवासिय क्षेत्र
इटियाही,9,455,आवासिय क्षेत्र
इटियाही,9,456,आवासिय क्षेत्र
इटियाही,9,459,आवासिय क्षेत्र
इटियाही,9,463,आवासिय क्षेत्र
इटियाही,9,464,आवासिय क्षेत्र
इटियाही,9,465,आवासिय क्षेत्र
इटियाही,9,466,आवासिय क्षेत्र
इटियाही,9,467,आवासिय क्षेत्र
इटियाही,9,468,आवासिय क्षेत्र
इटियाही,9,483,आवासिय क्षेत्र
इटियाही,9,484,आवासिय क्षेत्र
इटियाही,9,533,आवासिय क्षेत्र
इटियाही,9,534,आवासिय क्षेत्र
इटियाही,9,535,आवासिय क्षेत्र
इटियाही,9,536,आवासिय क्षेत्र
इटियाही,9,544,आवासिय क्षेत्र
इटियाही,9,545,आवासिय क्षेत्र
इटियाही,9,547,आवासिय क्षेत्र
इटियाही,9,548,आवासिय क्षेत्र
इटियाही,9,549,आवासिय क्षेत्र
इटियाही,9,580,आवासिय क्षेत्र
इटियाही,9,581,आवासिय क्षेत्र
इटियाही,9,599,आवासिय क्षेत्र
इटियाही,9,600,आवासिय क्षेत्र
इटियाही,9,661,आवासिय क्षेत्र
इटियाही,9,662,आवासिय क्षेत्र
इटियाही,9,745,आवासिय क्षेत्र
इटियाही,9,746,आवासिय क्षेत्र
इटियाही,9,873,आवासिय क्षेत्र
इटियाही,9,893,आवासिय क्षेत्र
इटियाही,9,894,आवासिय क्षेत्र
इटियाही,9,895,आवासिय क्षेत्र
इटियाही,9,1000,आवासिय क्षेत्र
इटियाही,9,1138,आवासिय क्षेत्र
इटियाही,9,1142,आवासिय क्षेत्र
इटियाही,9,1143,आवासिय क्षेत्र
इटियाही,9,1152,आवासिय क्षेत्र
इटियाही,9,1153,आवासिय क्षेत्र
इटियाही,9,1173,आवासिय क्षेत्र
इटियाही,9,1192,आवासिय क्षेत्र
इटियाही,9,1193,आवासिय क्षेत्र
इटियाही,9,1388,आवासिय क्षेत्र
इटियाही,9,1389,आवासिय क्षेत्र
इटियाही,9,1397,आवासिय क्षेत्र
इटियाही,9,1398,आवासिय क्षेत्र
इटियाही,9,1399,आवासिय क्षेत्र
इटियाही,9,1400,आवासिय क्षेत्र
इटियाही,9,1403,आवासिय क्षेत्र
इटियाही,9,1404,आवासिय क्षेत्र
इटियाही,9,1405,आवासिय क्षेत्र
इटियाही,9,1406,आवासिय क्षेत्र
इटियाही,9,1408,आवासिय क्षेत्र
इटियाही,9,1409,आवासिय क्षेत्र
इटियाही,9,1415,आवासिय क्षेत्र
इटियाही,9,1416,आवासिय क्षेत्र
इटियाही,9,1417,आवासिय क्षेत्र
इटियाही,9,1430,आवासिय क्षेत्र
इटियाही,9,1431,आवासिय क्षेत्र
इटियाही,9,1432,आवासिय क्षेत्र
इटियाही,9,1603,आवासिय क्षेत्र
इटियाही,9,1604,आवासिय क्षेत्र
इटियाही,9,1605,आवासिय क्षेत्र
इटियाही,9,1606,आवासिय क्षेत्र
इटियाही,9,1994,आवासिय क्षेत्र
इटियाही,9,1995,आवासिय क्षेत्र
इटियाही,9,1996,आवासिय क्षेत्र
इटियाही,9,1999,आवासिय क्षेत्र
इटियाही,9,2000,आवासिय क्षेत्र
इटियाही,9,2001,आवासिय क्षेत्र
इटियाही,9,2002,आवासिय क्षेत्र
इटियाही,9,2072,आवासिय क्षेत्र
इटियाही,9,2073,आवासिय क्षेत्र
इटियाही,9,2110,आवासिय क्षेत्र
इटियाही,9,2150,आवासिय क्षेत्र
इटियाही,9,2164,आवासिय क्षेत्र
इटियाही,9,2165,आवासिय क्षेत्र
इटियाही,9,2166,आवासिय क्षेत्र
इटियाही,9,2170,आवासिय क्षेत्र
इटियाही,9,2171,आवासिय क्षेत्र
इटियाही,9,2172,आवासिय क्षेत्र
इटियाही,9,2173,आवासिय क्षेत्र
इटियाही,9,2176,आवासिय क्षेत्र
इटियाही,9,2177,आवासिय क्षेत्र
इटियाही,9,2192,आवासिय क्षेत्र
इटियाही,9,2193,आवासिय क्षेत्र
इटियाही,9,2194,आवासिय क्षेत्र
इटियाही,9,2195,आवासिय क्षेत्र
इटियाही,9,2198,आवासिय क्षेत्र
इटियाही,9,2211,आवासिय क्षेत्र
इटियाही,9,2213,आवासिय क्षेत्र
इटियाही,9,2214,आवासिय क्षेत्र
इटियाही,9,2216,आवासिय क्षेत्र
इटियाही,9,2217,आवासिय क्षेत्र
इटियाही,9,2218,आवासिय क्षेत्र
इटियाही,9,2219,आवासिय क्षेत्र
इटियाही,9,2224,आवासिय क्षेत्र
इटियाही,9,2225,आवासिय क्षेत्र
इटियाही,9,2226,आवासिय क्षेत्र
इटियाही,9,2239,आवासिय क्षेत्र
इटियाही,9,2240,आवासिय क्षेत्र
इटियाही,9,2241,आवासिय क्षेत्र
इटियाही,9,2242,आवासिय क्षेत्र
इटियाही,9,2243,आवासिय क्षेत्र
इटियाही,9,2244,आवासिय क्षेत्र
इटियाही,9,2245,आवासिय क्षेत्र
इटियाही,9,2246,आवासिय क्षेत्र
इटियाही,9,2247,आवासिय क्षेत्र
इटियाही,9,2248,आवासिय क्षेत्र
इटियाही,9,2249,आवासिय क्षेत्र
इटियाही,9,2250,आवासिय क्षेत्र
इटियाही,9,2251,आवासिय क्षेत्र
इटियाही,9,2252,आवासिय क्षेत्र
इटियाही,9,2253,आवासिय क्षेत्र
इटियाही,9,2254,आवासिय क्षेत्र
इटियाही,9,2264,आवासिय क्षेत्र
इटियाही,9,2265,आवासिय क्षेत्र
इटियाही,9,2279,आवासिय क्षेत्र
इटियाही,9,2280,आवासिय क्षेत्र
इटियाही,9,2283,आवासिय क्षेत्र
इटियाही,9,2284,आवासिय क्षेत्र
इटियाही,9,2285,आवासिय क्षेत्र
इटियाही,9,2294,आवासिय क्षेत्र
इटियाही,9,2295,आवासिय क्षेत्र
इटियाही,9,2296,आवासिय क्षेत्र
इटियाही,9,2297,आवासिय क्षेत्र
इटियाही,9,2298,आवासिय क्षेत्र
इटियाही,9,2299,आवासिय क्षेत्र
इटियाही,9,2300,आवासिय क्षेत्र
इटियाही,9,2301,आवासिय क्षेत्र
इटियाही,9,2302,आवासिय क्षेत्र
इटियाही,9,2303,आवासिय क्षेत्र
इटियाही,9,2304,आवासिय क्षेत्र
इटियाही,9,2310,आवासिय क्षेत्र
इटियाही,9,2311,आवासिय क्षेत्र
इटियाही,9,2312,आवासिय क्षेत्र
इटियाही,9,2313,आवासिय क्षेत्र
इटियाही,9,2317,आवासिय क्षेत्र
इटियाही,9,2318,आवासिय क्षेत्र
इटियाही,9,99999,आवासिय क्षेत्र
इटियाही,9,999908,आवासिय क्षेत्र
इटियाही,9,999910,आवासिय क्षेत्र
इटियाही,9,999914,आवासिय क्षेत्र
इटियाही,9,999918,आवासिय क्षेत्र
इटियाही,9,999920,आवासिय क्षेत्र
इटियाही,9,999926,आवासिय क्षेत्र
इटियाही,9,999927,आवासिय क्षेत्र
इटियाही,9,999930,आवासिय क्षेत्र
इटियाही,9,999931,आवासिय क्षेत्र
इटियाही,9,999932,आवासिय क्षेत्र
इटियाही,9,999933,"नदी, खोला, ताल, सिमसार क्षेत्र"
इटियाही,9,999933,सार्वजनिक उपयोग क्षेत्र
इटियाही,9,999935,सार्वजनिक उपयोग क्षेत्र
इटियाही,9,999942,आवासिय क्षेत्र
इटियाही,9,999948,आवासिय क्षेत्र
इटियाही,9,999949,आवासिय क्षेत्र
इटियाही,9,999953,आवासिय क्षेत्र
इटियाही,9,999956,आवासिय क्षेत्र
इटियाही,9,999962,आवासिय क्षेत्र
इटियाही,9,999963,आवासिय क्षेत्र
इटियाही,9,999967,आवासिय क्षेत्र
इटियाही,9,999969,आवासिय क्षेत्र
इटियाही,9,999970,आवासिय क्षेत्र
इटियाही,9,999972,आवासिय क्षेत्र
इटियाही,9,999991,आवासिय क्षेत्र
इटियाही,9,999996,आवासिय क्षेत्र
इटियाही,9,999998,आवासिय क्षेत्र
इटियाही,9,999999,आवासिय क्षेत्र
इटियाही,9,999999,आवासिय क्षेत्र
इटियाही,9 गाउँ,0,आवासिय क्षेत्र
इटियाही,9 गाउँ,1,आवासिय क्षेत्र
इटियाही,9 गाउँ,2,आवासिय क्षेत्र
इटियाही,9 गाउँ,3,आवासिय क्षेत्र
इटियाही,9 गाउँ,4,आवासिय क्षेत्र
इटियाही,9 गाउँ,5,आवासिय क्षेत्र
इटियाही,9 गाउँ,6,आवासिय क्षेत्र
इटियाही,9 गाउँ,7,आवासिय क्षेत्र
इटियाही,9 गाउँ,8,आवासिय क्षेत्र
इटियाही,9 गाउँ,9,आवासिय क्षेत्र
इटियाही,9 गाउँ,9,आवासिय क्षेत्र
इटियाही,9 गाउँ,9,आवासिय क्षेत्र
इटियाही,9 गाउँ,10,आवासिय क्षेत्र
इटियाही,9 गाउँ,11,आवासिय क्षेत्र
इटियाही,9 गाउँ,12,आवासिय क्षेत्र
इटियाही,9 गाउँ,13,आवासिय क्षेत्र
इटियाही,9 गाउँ,14,आवासिय क्षेत्र
इटियाही,9 गाउँ,15,आवासिय क्षेत्र
इटियाही,9 गाउँ,16,आवासिय क्षेत्र
इटियाही,9 गाउँ,17,आवासिय क्षेत्र
इटियाही,9 गाउँ,18,आवासिय क्षेत्र
इटियाही,9 गाउँ,19,आवासिय क्षेत्र
इटियाही,9 गाउँ,20,आवासिय क्षेत्र
इटियाही,9 गाउँ,21,आवासिय क्षेत्र
इटियाही,9 गाउँ,22,आवासिय क्षेत्र
इटियाही,9 गाउँ,23,आवासिय क्षेत्र
इटियाही,9 गाउँ,24,आवासिय क्षेत्र
इटियाही,9 गाउँ,25,आवासिय क्षेत्र
इटियाही,9 गाउँ,26,आवासिय क्षेत्र
इटियाही,9 गाउँ,27,आवासिय क्षेत्र
इटियाही,9 गाउँ,28,आवासिय क्षेत्र
इटियाही,9 गाउँ,29,आवासिय क्षेत्र
इटियाही,9 गाउँ,30,आवासिय क्षेत्र
इटियाही,9 गाउँ,32,आवासिय क्षेत्र
इटियाही,9 गाउँ,33,आवासिय क्षेत्र
इटियाही,9 गाउँ,34,आवासिय क्षेत्र
इटियाही,9 गाउँ,36,आवासिय क्षेत्र
इटियाही,9 गाउँ,37,आवासिय क्षेत्र
इटियाही,9 गाउँ,38,आवासिय क्षेत्र
इटियाही,9 गाउँ,39,आवासिय क्षेत्र
इटियाही,9 गाउँ,40,आवासिय क्षेत्र
इटियाही,9 गाउँ,41,आवासिय क्षेत्र
इटियाही,9 गाउँ,43,आवासिय क्षेत्र
इटियाही,9 गाउँ,44,आवासिय क्षेत्र
इटियाही,9 गाउँ,45,आवासिय क्षेत्र
इटियाही,9 गाउँ,46,आवासिय क्षेत्र
इटियाही,9 गाउँ,47,आवासिय क्षेत्र
इटियाही,9 गाउँ,48,आवासिय क्षेत्र
इटियाही,9 गाउँ,50,आवासिय क्षेत्र
इटियाही,9 गाउँ,51,आवासिय क्षेत्र
इटियाही,9 गाउँ,52,आवासिय क्षेत्र
इटियाही,9 गाउँ,53,आवासिय क्षेत्र
इटियाही,9 गाउँ,54,आवासिय क्षेत्र
इटियाही,9 गाउँ,9999,आवासिय क्षेत्र
इटियाही,9 नहर,0,सार्वजनिक उपयोग क्षेत्र
इटियाही,9 नहर,0,सार्वजनिक उपयोग क्षेत्र
इटियाही,9 नहर,0,आवासिय क्षेत्र
इटियाही,9 नहर,13,सार्वजनिक उपयोग क्षेत्र
इटियाही,9 नहर,63,आवासिय क्षेत्र
इटियाही,9 नहर,206,आवासिय क्षेत्र
इटियाही,9 नहर,212,आवासिय क्षेत्र
इटियाही,9 नहर,213,आवासिय क्षेत्र
इटियाही,9 नहर,215,आवासिय क्षेत्र
इटियाही,9 नहर,216,आवासिय क्षेत्र
इटियाही,9 नहर,217,आवासिय क्षेत्र
इटियाही,9 नहर,218,आवासिय क्षेत्र
इटियाही,9 नहर,218,आवासिय क्षेत्र
इटियाही,9 नहर,220,आवासिय क्षेत्र
इटियाही,9 नहर,222,आवासिय क्षेत्र
इटियाही,9 नहर,225,आवासिय क्षेत्र
इटियाही,9 नहर,229,आवासिय क्षेत्र
इटियाही,9 नहर,231,आवासिय क्षेत्र
इटियाही,9 नहर,261,आवासिय क्षेत्र
इटियाही,9 नहर,262,आवासिय क्षेत्र
इटियाही,9 नहर,312,आवासिय क्षेत्र
इटियाही,9 नहर,313,आवासिय क्षेत्र
इटियाही,9 नहर,314,आवासिय क्षेत्र
इटियाही,9 नहर,315,आवासिय क्षेत्र
इटियाही,9 नहर,339,आवासिय क्षेत्र
इटियाही,9 नहर,340,आवासिय क्षेत्र
इटियाही,9 नहर,369,आवासिय क्षेत्र
इटियाही,9 नहर,370,आवासिय क्षेत्र
इटियाही,9 नहर,378,आवासिय क्षेत्र
इटियाही,9 नहर,380,आवासिय क्षेत्र
इटियाही,9 नहर,386,आवासिय क्षेत्र
इटियाही,9 नहर,387,आवासिय क्षेत्र
इटियाही,9 नहर,388,आवासिय क्षेत्र
इटियाही,9 नहर,389,आवासिय क्षेत्र
इटियाही,9 नहर,390,आवासिय क्षेत्र
इटियाही,9 नहर,391,आवासिय क्षेत्र
इटियाही,9 नहर,494,आवासिय क्षेत्र
इटियाही,9 नहर,495,आवासिय क्षेत्र
इटियाही,9 नहर,507,आवासिय क्षेत्र
इटियाही,9 नहर,509,आवासिय क्षेत्र
इटियाही,9 नहर,510,आवासिय क्षेत्र
इटियाही,9 नहर,531,आवासिय क्षेत्र
इटियाही,9 नहर,551,आवासिय क्षेत्र
इटियाही,9 नहर,552,आवासिय क्षेत्र
इटियाही,9 नहर,584,आवासिय क्षेत्र
इटियाही,9 नहर,585,आवासिय क्षेत्र
इटियाही,9 नहर,622,आवासिय क्षेत्र
इटियाही,9 नहर,623,आवासिय क्षेत्र
इटियाही,9 नहर,624,आवासिय क्षेत्र
इटियाही,9 नहर,663,आवासिय क्षेत्र
इटियाही,9 नहर,664,आवासिय क्षेत्र
इटियाही,9 नहर,665,आवासिय क्षेत्र
इटियाही,9 नहर,666,आवासिय क्षेत्र
इटियाही,9 नहर,750,आवासिय क्षेत्र
इटियाही,9 नहर,814,आवासिय क्षेत्र
इटियाही,9 नहर,815,आवासिय क्षेत्र
इटियाही,9 नहर,1703,आवासिय क्षेत्र
इटियाही,9 नहर,1704,आवासिय क्षेत्र
इटियाही,9 नहर,1705,आवासिय क्षेत्र
इटियाही,9 नहर,1706,आवासिय क्षेत्र
इटियाही,9 नहर,1707,आवासिय क्षेत्र
इटियाही,9 नहर,1708,आवासिय क्षेत्र
इटियाही,9 नहर,2074,आवासिय क्षेत्र
इटियाही,9 नहर,2075,आवासिय क्षेत्र
इटियाही,9 नहर,2076,आवासिय क्षेत्र
इटियाही,9 नहर,2077,आवासिय क्षेत्र
इटियाही,9 नहर,2078,आवासिय क्षेत्र
इनर्वाभाठा,6,3,आवासिय क्षेत्र
इनर्वाभाठा,6,8,आवासिय क्षेत्र
इनर्वाभाठा,6,9,आवासिय क्षेत्र
इनर्वाभाठा,6,10,आवासिय क्षेत्र
इनर्वाभाठा,6,11,आवासिय क्षेत्र
इनर्वाभाठा,6,13,आवासिय क्षेत्र
इनर्वाभाठा,6,14,आवासिय क्षेत्र
इनर्वाभाठा,6,15,आवासिय क्षेत्र
इनर्वाभाठा,6,16,आवासिय क्षेत्र
इनर्वाभाठा,6,17,आवासिय क्षेत्र
इनर्वाभाठा,6,17,आवासिय क्षेत्र
इनर्वाभाठा,6,18,आवासिय क्षेत्र
इनर्वाभाठा,6,18,आवासिय क्षेत्र
इनर्वाभाठा,6,19,आवासिय क्षेत्र
इनर्वाभाठा,6,20,आवासिय क्षेत्र
इनर्वाभाठा,6,21,आवासिय क्षेत्र
इनर्वाभाठा,6,22,आवासिय क्षेत्र
इनर्वाभाठा,6,23,आवासिय क्षेत्र
इनर्वाभाठा,6,24,आवासिय क्षेत्र
इनर्वाभाठा,6,25,आवासिय क्षेत्र
इनर्वाभाठा,6,26,आवासिय क्षेत्र
इनर्वाभाठा,6,27,आवासिय क्षेत्र
इनर्वाभाठा,6,28,आवासिय क्षेत्र
इनर्वाभाठा,6,29,आवासिय क्षेत्र
इनर्वाभाठा,6,30,आवासिय क्षेत्र
इनर्वाभाठा,6,31,आवासिय क्षेत्र
इनर्वाभाठा,6,32,आवासिय क्षेत्र
इनर्वाभाठा,6,33,आवासिय क्षेत्र
इनर्वाभाठा,6,34,आवासिय क्षेत्र
इनर्वाभाठा,6,36,आवासिय क्षेत्र
इनर्वाभाठा,6,37,आवासिय क्षेत्र
इनर्वाभाठा,6,38,आवासिय क्षेत्र
इनर्वाभाठा,6,39,आवासिय क्षेत्र
इनर्वाभाठा,6,40,आवासिय क्षेत्र
इनर्वाभाठा,6,42,आवासिय क्षेत्र
इनर्वाभाठा,6,43,आवासिय क्षेत्र
इनर्वाभाठा,6,44,आवासिय क्षेत्र
इनर्वाभाठा,6,45,आवासिय क्षेत्र
इनर्वाभाठा,6,46,आवासिय क्षेत्र
इनर्वाभाठा,6,47,आवासिय क्षेत्र
इनर्वाभाठा,6,48,आवासिय क्षेत्र
इनर्वाभाठा,6,49,आवासिय क्षेत्र
इनर्वाभाठा,6,50,आवासिय क्षेत्र
इनर्वाभाठा,6,51,आवासिय क्षेत्र
इनर्वाभाठा,6,52,आवासिय क्षेत्र
इनर्वाभाठा,6,53,कृषि क्षेत्र
इनर्वाभाठा,6,54,कृषि क्षेत्र
इनर्वाभाठा,6,55,कृषि क्षेत्र
इनर्वाभाठा,6,56,कृषि क्षेत्र
इनर्वाभाठा,6,57,कृषि क्षेत्र
इनर्वाभाठा,6,58,कृषि क्षेत्र
इनर्वाभाठा,6,59,कृषि क्षेत्र
इनर्वाभाठा,6,60,कृषि क्षेत्र
इनर्वाभाठा,6,61,कृषि क्षेत्र
इनर्वाभाठा,6,62,कृषि क्षेत्र
इनर्वाभाठा,6,63,कृषि क्षेत्र
इनर्वाभाठा,6,64,कृषि क्षेत्र
इनर्वाभाठा,6,65,कृषि क्षेत्र
इनर्वाभाठा,6,67,आवासिय क्षेत्र
इनर्वाभाठा,6,68,आवासिय क्षेत्र
इनर्वाभाठा,6,69,आवासिय क्षेत्र
इनर्वाभाठा,6,70,आवासिय क्षेत्र
इनर्वाभाठा,6,71,कृषि क्षेत्र
इनर्वाभाठा,6,71,आवासिय क्षेत्र
इनर्वाभाठा,6,72,कृषि क्षेत्र
इनर्वाभाठा,6,72,कृषि क्षेत्र
इनर्वाभाठा,6,73,कृषि क्षेत्र
इनर्वाभाठा,6,74,कृषि क्षेत्र
इनर्वाभाठा,6,74,आवासिय क्षेत्र
इनर्वाभाठा,6,75,आवासिय क्षेत्र
इनर्वाभाठा,6,76,कृषि क्षेत्र
इनर्वाभाठा,6,77,कृषि क्षेत्र
इनर्वाभाठा,6,78,कृषि क्षेत्र
इनर्वाभाठा,6,79,कृषि क्षेत्र
इनर्वाभाठा,6,80,कृषि क्षेत्र
इनर्वाभाठा,6,81,कृषि क्षेत्र
इनर्वाभाठा,6,82,कृषि क्षेत्र
इनर्वाभाठा,6,83,कृषि क्षेत्र
इनर्वाभाठा,6,84,कृषि क्षेत्र
इनर्वाभाठा,6,85,कृषि क्षेत्र
इनर्वाभाठा,6,86,कृषि क्षेत्र
इनर्वाभाठा,6,87,कृषि क्षेत्र
इनर्वाभाठा,6,88,कृषि क्षेत्र
इनर्वाभाठा,6,89,कृषि क्षेत्र
इनर्वाभाठा,6,90,कृषि क्षेत्र
इनर्वाभाठा,6,91,कृषि क्षेत्र
इनर्वाभाठा,6,93,कृषि क्षेत्र
इनर्वाभाठा,6,97,कृषि क्षेत्र
इनर्वाभाठा,6,99,कृषि क्षेत्र
इनर्वाभाठा,6,101,कृषि क्षेत्र
इनर्वाभाठा,6,102,कृषि क्षेत्र
इनर्वाभाठा,6,104,कृषि क्षेत्र
इनर्वाभाठा,6,105,कृषि क्षेत्र
इनर्वाभाठा,6,106,कृषि क्षेत्र
इनर्वाभाठा,6,108,कृषि क्षेत्र
इनर्वाभाठा,6,109,कृषि क्षेत्र
इनर्वाभाठा,6,110,कृषि क्षेत्र
इनर्वाभाठा,6,111,कृषि क्षेत्र
इनर्वाभाठा,6,112,कृषि क्षेत्र
इनर्वाभाठा,6,113,कृषि क्षेत्र
इनर्वाभाठा,6,114,कृषि क्षेत्र
इनर्वाभाठा,6,116,कृषि क्षेत्र
इनर्वाभाठा,6,117,कृषि क्षेत्र
इनर्वाभाठा,6,118,कृषि क्षेत्र
इनर्वाभाठा,6,119,कृषि क्षेत्र
इनर्वाभाठा,6,121,कृषि क्षेत्र
इनर्वाभाठा,6,122,कृषि क्षेत्र
इनर्वाभाठा,6,123,कृषि क्षेत्र
इनर्वाभाठा,6,124,कृषि क्षेत्र
इनर्वाभाठा,6,125,कृषि क्षेत्र
इनर्वाभाठा,6,126,कृषि क्षेत्र
इनर्वाभाठा,6,127,कृषि क्षेत्र
इनर्वाभाठा,6,128,कृषि क्षेत्र
इनर्वाभाठा,6,132,कृषि क्षेत्र
इनर्वाभाठा,6,133,कृषि क्षेत्र
इनर्वाभाठा,6,134,कृषि क्षेत्र
इनर्वाभाठा,6,135,कृषि क्षेत्र
इनर्वाभाठा,6,136,कृषि क्षेत्र
इनर्वाभाठा,6,137,कृषि क्षेत्र
इनर्वाभाठा,6,138,कृषि क्षेत्र
इनर्वाभाठा,6,139,कृषि क्षेत्र
इनर्वाभाठा,6,140,कृषि क्षेत्र
इनर्वाभाठा,6,141,कृषि क्षेत्र
इनर्वाभाठा,6,142,कृषि क्षेत्र
इनर्वाभाठा,6,143,कृषि क्षेत्र
इनर्वाभाठा,6,144,कृषि क्षेत्र
इनर्वाभाठा,6,146,कृषि क्षेत्र
इनर्वाभाठा,6,147,कृषि क्षेत्र
इनर्वाभाठा,6,148,कृषि क्षेत्र
इनर्वाभाठा,6,149,कृषि क्षेत्र
इनर्वाभाठा,6,150,कृषि क्षेत्र
इनर्वाभाठा,6,151,कृषि क्षेत्र
इनर्वाभाठा,6,152,कृषि क्षेत्र
इनर्वाभाठा,6,153,कृषि क्षेत्र
इनर्वाभाठा,6,154,कृषि क्षेत्र
इनर्वाभाठा,6,155,कृषि क्षेत्र
इनर्वाभाठा,6,156,कृषि क्षेत्र
इनर्वाभाठा,6,157,कृषि क्षेत्र
इनर्वाभाठा,6,161,कृषि क्षेत्र
इनर्वाभाठा,6,162,कृषि क्षेत्र
इनर्वाभाठा,6,163,कृषि क्षेत्र
इनर्वाभाठा,6,164,कृषि क्षेत्र
इनर्वाभाठा,6,167,कृषि क्षेत्र
इनर्वाभाठा,6,169,कृषि क्षेत्र
इनर्वाभाठा,6,170,कृषि क्षेत्र
इनर्वाभाठा,6,170,कृषि क्षेत्र
इनर्वाभाठा,6,171,आवासिय क्षेत्र
इनर्वाभाठा,6,176,आवासिय क्षेत्र
इनर्वाभाठा,6,177,आवासिय क्षेत्र
इनर्वाभाठा,6,178,आवासिय क्षेत्र
इनर्वाभाठा,6,180,कृषि क्षेत्र
इनर्वाभाठा,6,181,कृषि क्षेत्र
इनर्वाभाठा,6,182,कृषि क्षेत्र
